eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
87.45,-2.7100000381469727,2000.0,0.0003965263022109866,0.0,2.707648515701294,-0.0005922583513893187,0.37324807047843933,0.019774973392486572,1.0,256.0,8.190773285998148,16384.0
89.94,-2.5999999046325684,4473.0,0.0004087643465027213,0.0,2.705983877182007,-0.0007164059206843376,0.2061324119567871,0.06506043672561646,2.0,512.0,11.854294813005254,32768.0
85.17,-2.8499999046325684,4501.0,0.002076025353744626,0.0081787109375,2.700942277908325,-0.001838468131609261,0.1724049597978592,0.1818455457687378,3.0,768.0,15.494633957991027,49152.0
84.73,-2.390000104904175,4692.0,0.002913371892645955,0.012715657241642475,2.6881110668182373,-0.0019690378103405237,0.12977871298789978,0.28693723678588867,4.0,1024.0,18.986734898004215,65536.0
88.24,-2.7799999713897705,4493.0,0.001502051018178463,0.008870442397892475,2.6824681758880615,-0.0016154303448274732,0.14687944948673248,0.36462146043777466,5.0,1280.0,22.633529023994925,81920.0
85.62,-2.869999885559082,4644.0,0.001243514590896666,0.00010172525799134746,2.690978765487671,-0.0019393734401091933,0.12841813266277313,0.3191373944282532,6.0,1536.0,26.16254116599157,98304.0
79.95,-2.5999999046325684,4578.0,0.0039538233540952206,0.02775065042078495,2.6783106327056885,-0.004453165922313929,0.12261573225259781,0.41320812702178955,7.0,1792.0,29.74194972999976,114688.0
85.04,-2.380000114440918,4676.0,0.0029307787772268057,0.01835123635828495,2.6746561527252197,-0.003362257732078433,0.12792657315731049,0.46394920349121094,8.0,2048.0,33.246548518000054,131072.0
83.54,-1.7899999618530273,4594.0,0.0027243292424827814,0.016845703125,2.6744308471679688,-0.003861975623294711,0.11509586125612259,0.36417269706726074,9.0,2304.0,36.81336602999363,147456.0
84.86,-1.8700000047683716,4444.0,0.0039392756298184395,0.0336507149040699,2.6699421405792236,-0.0059795682318508625,0.09762387722730637,0.42145830392837524,10.0,2560.0,40.50066092899942,163840.0
81.53,-1.4299999475479126,4642.0,0.003643706673756242,0.0342814140021801,2.6652634143829346,-0.005462400149554014,0.0899781659245491,0.4754899740219116,11.0,2816.0,44.030356003000634,180224.0
82.05,-1.2400000095367432,4658.0,0.004870392382144928,0.05120849609375,2.6568193435668945,-0.008243666030466557,0.08278066664934158,0.4664064049720764,12.0,3072.0,47.54856661800295,196608.0
74.02,-0.949999988079071,4633.0,0.004642284009605646,0.04486083984375,2.636885404586792,-0.007895777933299541,0.07649847120046616,0.48561280965805054,13.0,3328.0,51.08605593899847,212992.0
86.58,-0.7099999785423279,4581.0,0.004890831653028727,0.0555013008415699,2.6241912841796875,-0.007727278862148523,0.07738537341356277,0.47960519790649414,14.0,3584.0,54.66322459100047,229376.0
76.59,-0.6399999856948853,4616.0,0.004721640609204769,0.04931640625,2.6056110858917236,-0.008725677616894245,0.06912490725517273,0.5005697309970856,15.0,3840.0,58.21334341200418,245760.0
83.09,-0.6299999952316284,4657.0,0.005546937230974436,0.05902099609375,2.601732015609741,-0.010550238192081451,0.06881801784038544,0.5122764706611633,16.0,4096.0,61.73196161199303,262144.0
84.51,-0.5699999928474426,4646.0,0.00666009820997715,0.08441162109375,2.555072546005249,-0.010875377804040909,0.06465531140565872,0.5570749938488007,17.0,4352.0,65.25957990199095,278528.0
86.19,-0.029999999329447746,4642.0,0.007139550056308508,0.0887654647231102,2.584815502166748,-0.008733882568776608,0.06015140190720558,0.4910507798194885,18.0,4608.0,68.78991749099805,294912.0
76.42,-0.8500000238418579,4579.0,0.00623046001419425,0.0710856094956398,2.564507484436035,-0.011001843959093094,0.06227278336882591,0.49236196279525757,19.0,4864.0,72.36898078699596,311296.0
81.76,-0.4000000059604645,4726.0,0.006159178446978331,0.0741780623793602,2.565842866897583,-0.011032731272280216,0.057950202375650406,0.5632503032684326,20.0,5120.0,75.83613560799859,327680.0
79.79,-0.4000000059604645,4693.0,0.006984781939536333,0.0854899063706398,2.571647882461548,-0.011787117458879948,0.05418312922120094,0.5397193431854248,21.0,5376.0,79.32787539600395,344064.0
80.6,0.25999999046325684,4673.0,0.008565027266740799,0.1188151016831398,2.5660524368286133,-0.008363183587789536,0.04521087929606438,0.3998643755912781,22.0,5632.0,82.83543886699772,360448.0
80.02,0.17000000178813934,4423.0,0.007523469626903534,0.09295654296875,2.562023401260376,-0.014185149222612381,0.04269234463572502,0.4885086417198181,23.0,5888.0,86.53969614299422,376832.0
85.88,0.09000000357627869,4662.0,0.009461026638746262,0.1247151717543602,2.5420358180999756,-0.012208576314151287,0.05999492481350899,0.4140430688858032,24.0,6144.0,90.05450316199858,393216.0
81.61,0.7300000190734863,4679.0,0.00916866585612297,0.1225789412856102,2.5563039779663086,-0.010135268792510033,0.034739237278699875,0.4734116196632385,25.0,6400.0,93.5566793110047,409600.0
81.34,0.550000011920929,4688.0,0.009744741022586823,0.12921142578125,2.5325815677642822,-0.012093695811927319,0.045626383274793625,0.420185387134552,26.0,6656.0,97.05216379500052,425984.0
88.13,0.9300000071525574,4607.0,0.009439262561500072,0.12799072265625,2.4952633380889893,-0.014307360164821148,0.03764413297176361,0.48955219984054565,27.0,6912.0,100.60907634500472,442368.0
82.61,0.7799999713897705,4685.0,0.010112966410815716,0.13323974609375,2.494081974029541,-0.010066069662570953,0.04471999779343605,0.534319281578064,28.0,7168.0,104.10676385600527,458752.0
87.55,0.7900000214576721,4752.0,0.00910003762692213,0.1173095703125,2.4652674198150635,-0.012150396592915058,0.051406294107437134,0.48291075229644775,29.0,7424.0,107.55530977799208,475136.0
87.93,1.5399999618530273,4504.0,0.009364270605146885,0.1242472305893898,2.463167905807495,-0.011850233189761639,0.033485423773527145,0.589379072189331,30.0,7680.0,111.19371178500296,491520.0
87.07,1.2100000381469727,4614.0,0.010735523886978626,0.1475626677274704,2.447124481201172,-0.014687933027744293,0.04683462902903557,0.5496388077735901,31.0,7936.0,114.74520725199545,507904.0
89.55,1.5499999523162842,4743.0,0.01159770879894495,0.15557861328125,2.4593918323516846,-0.008739032782614231,0.04510686919093132,0.6264726221561432,32.0,8192.0,118.20024165399082,524288.0
96.59,1.7100000381469727,4554.0,0.010919964872300625,0.1437174528837204,2.453796863555908,-0.011670778505504131,0.04390029236674309,0.6724822521209717,33.0,8448.0,121.79851800999313,540672.0
98.1,1.5199999809265137,4696.0,0.011470317840576172,0.1517333984375,2.4149365425109863,-0.015689773485064507,0.04510170593857765,0.6618709564208984,34.0,8704.0,125.28788755499409,557056.0
103.6,1.840000033378601,4748.0,0.010594441555440426,0.14697265625,2.423062562942505,-0.01110794860869646,0.07412295788526535,0.5596361458301544,35.0,8960.0,128.7392473910004,573440.0
102.27,1.9199999570846558,4624.0,0.00933570135384798,0.1195475235581398,2.3884055614471436,-0.009623470716178417,0.07710923999547958,0.5965788960456848,36.0,9216.0,132.2832253730012,589824.0
109.88,2.0399999618530273,4774.0,0.00934151466935873,0.1204020157456398,2.372699022293091,-0.014265626668930054,0.06088246777653694,0.7112730741500854,37.0,9472.0,135.7155171649938,606208.0
125.77,2.859999895095825,4536.0,0.008701436221599579,0.1134440079331398,2.365025758743286,-0.010380488820374012,0.09937155246734619,0.5257450938224792,38.0,9728.0,139.32803453299857,622592.0
119.9,2.319999933242798,4676.0,0.009923790581524372,0.1285196989774704,2.3492696285247803,-0.011496652849018574,0.07841477543115616,0.6506457626819611,39.0,9984.0,142.83273829599784,638976.0
145.13,4.269999980926514,4784.0,0.010678003542125225,0.1412760466337204,2.3602113723754883,-0.007987887598574162,0.1598753184080124,0.5221411883831024,40.0,10240.0,146.2578076649952,655360.0
142.53,3.6600000858306885,4729.0,0.011215753853321075,0.1413981169462204,2.3470680713653564,-0.007603535894304514,0.10156852006912231,0.6445263922214508,41.0,10496.0,149.72319757599325,671744.0
144.55,3.609999895095825,4707.0,0.009947472251951694,0.13330078125,2.3432788848876953,-0.011154632084071636,0.12840397655963898,0.5852088034152985,42.0,10752.0,153.20444235600007,688128.0
139.04,3.690000057220459,4675.0,0.011670331470668316,0.1570231169462204,2.319012403488159,-0.013899038545787334,0.09880125522613525,0.6945486664772034,43.0,11008.0,156.7096251729963,704512.0
163.24,4.980000019073486,4695.0,0.012909463606774807,0.170166015625,2.3178770542144775,-0.005326771643012762,0.17146749794483185,0.6287742257118225,44.0,11264.0,160.20012407300237,720896.0
187.63,6.179999828338623,4488.0,0.010131655260920525,0.12603759765625,2.321129560470581,-0.003357009729370475,0.18455587327480316,0.7010592520236969,45.0,11520.0,163.85084664500027,737280.0
172.65,5.869999885559082,4623.0,0.01089496910572052,0.1358235627412796,2.3068325519561768,-0.009775509126484394,0.13935664296150208,0.6922967731952667,46.0,11776.0,167.3960315190052,753664.0
190.17,6.75,4573.0,0.014763846062123775,0.1850992888212204,2.3336169719696045,-0.0056012156419456005,0.14486603438854218,0.7574470639228821,47.0,12032.0,170.97907729199505,770048.0
186.4,6.440000057220459,4605.0,0.00970067922025919,0.1262613981962204,2.3501384258270264,-0.009196052327752113,0.1523599922657013,0.7136926054954529,48.0,12288.0,174.5372617450048,786432.0
199.79,6.639999866485596,4689.0,0.009848211891949177,0.1268310546875,2.3357596397399902,-0.007102169096469879,0.1484927386045456,0.7538619786500931,49.0,12544.0,178.03155693999724,802816.0
209.53,7.460000038146973,4687.0,0.008416867814958096,0.1044921875,2.3377137184143066,-0.009088375605642796,0.21621061861515045,0.7710158973932266,50.0,12800.0,181.5274410359998,819200.0
190.01,6.389999866485596,4693.0,0.010159479454159737,0.12701416015625,2.3183538913726807,-0.009665451943874359,0.16260625422000885,0.789146214723587,51.0,13056.0,185.01915998999903,835584.0
223.47,8.859999656677246,4466.0,0.010041378438472748,0.119140625,2.2954654693603516,-0.008085294626653194,0.22324006259441376,0.8057736307382584,52.0,13312.0,188.68836344100419,851968.0
227.73,9.140000343322754,4552.0,0.011096786707639694,0.1420491486787796,2.2816731929779053,-0.005300313699990511,0.1881123036146164,0.8364937752485275,53.0,13568.0,192.2882243280037,868352.0
256.9,10.770000457763672,4565.0,0.00866070855408907,0.1026611328125,2.3213281631469727,-0.005711209028959274,0.2815060317516327,0.8365274667739868,54.0,13824.0,195.8782445879915,884736.0
243.96,10.329999923706055,4416.0,0.009020433761179447,0.1129557266831398,2.3136346340179443,-0.006115761119872332,0.2585519552230835,0.7957270592451096,55.0,14080.0,199.58865760099434,901120.0
267.02,11.399999618530273,4519.0,0.00826895609498024,0.0980631485581398,2.284634590148926,-0.0076707047410309315,0.2832982838153839,0.8263585269451141,56.0,14336.0,203.21528895699885,917504.0
297.02,14.279999732971191,4622.0,0.012152104638516903,0.1509602814912796,2.2707631587982178,-0.004316931590437889,0.3041188716888428,0.8451779186725616,57.0,14592.0,206.7606997289986,933888.0
292.12,13.609999656677246,4617.0,0.011803329922258854,0.1392822265625,2.273829936981201,-0.005977740976959467,0.26308387517929077,0.8081072419881821,58.0,14848.0,210.30987488900428,950272.0
273.56,10.539999961853027,4672.0,0.007744473870843649,0.09100341796875,2.2765300273895264,-0.009245666675269604,0.25164422392845154,0.8278724253177643,59.0,15104.0,213.81760028199642,966656.0
262.43,11.789999961853027,4624.0,0.011035256087779999,0.1423136442899704,2.2920548915863037,-0.009227721951901913,0.26053211092948914,0.8592124879360199,60.0,15360.0,217.3610786979989,983040.0
288.58,13.829999923706055,4573.0,0.010032596997916698,0.1252238005399704,2.291487693786621,-0.008611711673438549,0.31302371621131897,0.8048177659511566,61.0,15616.0,220.9446740150015,999424.0
287.26,12.6899995803833,4566.0,0.011156073771417141,0.1440836638212204,2.267549753189087,-0.006812403444200754,0.29228100180625916,0.8313518017530441,62.0,15872.0,224.53410788199108,1015808.0
280.12,12.670000076293945,4625.0,0.011745193041861057,0.1443888396024704,2.2874135971069336,-0.0061075990088284016,0.30988577008247375,0.8185624033212662,63.0,16128.0,228.0778342489939,1032192.0
289.08,13.180000305175781,4450.0,0.008343684487044811,0.1031087264418602,2.2904951572418213,-0.008589080534875393,0.34865304827690125,0.8173819780349731,64.0,16384.0,231.7599259540002,1048576.0
288.56,13.130000114440918,4321.0,0.01122434064745903,0.1438802033662796,2.2874090671539307,-0.0075063942931592464,0.33579596877098083,0.8207826018333435,65.0,16640.0,235.55244518899417,1064960.0
279.05,12.789999961853027,4553.0,0.00975185725837946,0.1239420548081398,2.2834649085998535,-0.006024692207574844,0.3349929749965668,0.8278431594371796,66.0,16896.0,239.15135952600394,1081344.0
310.9,15.979999542236328,4682.0,0.009977994486689568,0.1264241486787796,2.26733660697937,-0.005406317766755819,0.3448834717273712,0.8472418189048767,67.0,17152.0,242.65167419199133,1097728.0
300.91,15.170000076293945,4636.0,0.009920300915837288,0.1198323592543602,2.266815662384033,-0.00933751929551363,0.33757075667381287,0.8252850919961929,68.0,17408.0,246.18612086299981,1114112.0
313.27,15.1899995803833,4683.0,0.010418098419904709,0.12493896484375,2.277937650680542,-0.006344219204038382,0.3769562244415283,0.8136326223611832,69.0,17664.0,249.68564843699278,1130496.0
317.41,15.65999984741211,4424.0,0.010509088635444641,0.1363321989774704,2.281179904937744,-0.010085748508572578,0.27768975496292114,0.8545414805412292,70.0,17920.0,253.38945113799127,1146880.0
289.73,13.579999923706055,4704.0,0.00976975355297327,0.1240641251206398,2.28167986869812,-0.009845451451838017,0.2920711636543274,0.8400576561689377,71.0,18176.0,256.87532599399856,1163264.0
299.09,13.649999618530273,4573.0,0.009411235339939594,0.1198526993393898,2.24161958694458,-0.007935206405818462,0.3284549415111542,0.8240708261728287,72.0,18432.0,260.45824022300076,1179648.0
318.43,15.729999542236328,4587.0,0.010012444108724594,0.12786865234375,2.26550030708313,-0.005808968096971512,0.32731273770332336,0.8356650620698929,73.0,18688.0,264.03098909399705,1196032.0
322.23,17.079999923706055,4457.0,0.012776543386280537,0.1568603515625,2.22784161567688,-0.009157254360616207,0.34007301926612854,0.8461436778306961,74.0,18944.0,267.70776590499736,1212416.0
348.39,18.510000228881836,4654.0,0.008335870690643787,0.1080118790268898,2.2603557109832764,-0.011586406268179417,0.3707304298877716,0.804200142621994,75.0,19200.0,271.2288627060043,1228800.0
344.59,16.489999771118164,4474.0,0.009270216338336468,0.11846923828125,2.2598953247070312,-0.007915827445685863,0.3314979374408722,0.8272761702537537,76.0,19456.0,274.89103894399886,1245184.0
342.68,16.56999969482422,4397.0,0.010633221827447414,0.1382853239774704,2.283292293548584,-0.004720996133983135,0.3508099615573883,0.8218312710523605,77.0,19712.0,278.6183648379956,1261568.0
334.24,16.479999542236328,4560.0,0.007693289313465357,0.0914713516831398,2.2722129821777344,-0.0097744045779109,0.34212836623191833,0.8354194015264511,78.0,19968.0,282.2119405139965,1277952.0
309.59,14.899999618530273,4384.0,0.006902760360389948,0.083251953125,2.2923827171325684,-0.009283818304538727,0.3326011598110199,0.819760262966156,79.0,20224.0,285.9497240079945,1294336.0
324.73,16.790000915527344,4681.0,0.0072402567602694035,0.09100341796875,2.2862651348114014,-0.010083341039717197,0.3111923038959503,0.8364547491073608,80.0,20480.0,289.45046506699873,1310720.0
326.44,17.149999618530273,4685.0,0.009680953808128834,0.1211140975356102,2.2646543979644775,-0.007040383294224739,0.3802316188812256,0.8197417855262756,81.0,20736.0,292.94912387500517,1327104.0
319.18,15.369999885559082,4680.0,0.0069305915385484695,0.08197021484375,2.2852413654327393,-0.009375850670039654,0.312069833278656,0.814768448472023,82.0,20992.0,296.4508270369988,1343488.0
319.31,15.9399995803833,4726.0,0.012175963260233402,0.1551920622587204,2.28987979888916,-0.010424289852380753,0.30565449595451355,0.841825470328331,83.0,21248.0,299.9180030139978,1359872.0
341.04,18.489999771118164,4590.0,0.008385886438190937,0.1064656600356102,2.2770345211029053,-0.005601818207651377,0.4071383774280548,0.8254669159650803,84.0,21504.0,303.4884428179939,1376256.0
352.09,18.260000228881836,4643.0,0.007874531671404839,0.0970255509018898,2.2840166091918945,-0.007025234866887331,0.3857826292514801,0.8098409175872803,85.0,21760.0,307.01781774900155,1392640.0
355.51,18.270000457763672,4565.0,0.008003166876733303,0.094482421875,2.2583329677581787,-0.006589833647012711,0.36320018768310547,0.8293807208538055,86.0,22016.0,310.6073358809954,1409024.0
348.01,18.639999389648438,4452.0,0.010344096459448338,0.1292724609375,2.2639992237091064,-0.004784970078617334,0.3368959128856659,0.8363920450210571,87.0,22272.0,314.2878532469913,1425408.0
335.75,17.90999984741211,4414.0,0.010222108103334904,0.1303507536649704,2.2478811740875244,-0.008371743373572826,0.3281670808792114,0.8305981010198593,88.0,22528.0,318.0003954040003,1441792.0
340.31,17.700000762939453,4564.0,0.008743559010326862,0.11181640625,2.260446310043335,-0.004949541296809912,0.3525508642196655,0.815630704164505,89.0,22784.0,321.59115760399436,1458176.0
360.63,18.229999542236328,4593.0,0.008372378535568714,0.1029866561293602,2.241957426071167,-0.009590297006070614,0.37418612837791443,0.7754741758108139,90.0,23040.0,325.15937918200507,1474560.0
